"LOCATION","Country","TRANSACT","Transaction","SECTOR","Sector","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"JPN","Japan","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2013","2013","JPY","Yen","6","Millions",,,296672600,,
"KOR","Korea","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1973","1973","KRW","Won","6","Millions",,,3782700,,
"KOR","Korea","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1974","1974","KRW","Won","6","Millions",,,5413000,,
"KOR","Korea","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1975","1975","KRW","Won","6","Millions",,,7233200,,
"KOR","Korea","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1976","1976","KRW","Won","6","Millions",,,9237800,,
"KOR","Korea","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1977","1977","KRW","Won","6","Millions",,,11249600,,
"KOR","Korea","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1978","1978","KRW","Won","6","Millions",,,14841200,,
"KOR","Korea","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1979","1979","KRW","Won","6","Millions",,,19187800,,
"KOR","Korea","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1980","1980","KRW","Won","6","Millions",,,24567300,,
"KOR","Korea","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1981","1981","KRW","Won","6","Millions",,,30731500,,
"KOR","Korea","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1982","1982","KRW","Won","6","Millions",,,34741400,,
"KOR","Korea","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1983","1983","KRW","Won","6","Millions",,,39120300,,
"KOR","Korea","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1984","1984","KRW","Won","6","Millions",,,43643900,,
"KOR","Korea","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1985","1985","KRW","Won","6","Millions",,,48361700,,
"KOR","Korea","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1986","1986","KRW","Won","6","Millions",,,53622500,,
"KOR","Korea","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1987","1987","KRW","Won","6","Millions",,,60291200,,
"KOR","Korea","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1988","1988","KRW","Won","6","Millions",,,69548000,,
"KOR","Korea","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1989","1989","KRW","Won","6","Millions",,,81698500,,
"KOR","Korea","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1990","1990","KRW","Won","6","Millions",,,98049500,,
"KOR","Korea","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1991","1991","KRW","Won","6","Millions",,,118654600,,
"KOR","Korea","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1992","1992","KRW","Won","6","Millions",,,137302400,,
"KOR","Korea","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1993","1993","KRW","Won","6","Millions",,,156413600,,
"KOR","Korea","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1994","1994","KRW","Won","6","Millions",,,187036700,,
"KOR","Korea","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1995","1995","KRW","Won","6","Millions",,,219889600,,
"KOR","Korea","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1996","1996","KRW","Won","6","Millions",,,252658200,,
"KOR","Korea","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1997","1997","KRW","Won","6","Millions",,,279563600,,
"KOR","Korea","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1998","1998","KRW","Won","6","Millions",,,261382100,,
"KOR","Korea","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1999","1999","KRW","Won","6","Millions",,,299760100,,
"KOR","Korea","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2000","2000","KRW","Won","6","Millions",,,341441800,,
"KOR","Korea","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2001","2001","KRW","Won","6","Millions",,,376802900,,
"KOR","Korea","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2002","2002","KRW","Won","6","Millions",,,423156500,,
"KOR","Korea","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2003","2003","KRW","Won","6","Millions",,,434864400,,
"KOR","Korea","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2004","2004","KRW","Won","6","Millions",,,449981400,,
"KOR","Korea","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2005","2005","KRW","Won","6","Millions",,,480170000,,
"KOR","Korea","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2006","2006","KRW","Won","6","Millions",,,509906900,,
"KOR","Korea","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2007","2007","KRW","Won","6","Millions",,,546429200,,
"KOR","Korea","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2008","2008","KRW","Won","6","Millions",,,579053400,,
"KOR","Korea","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2009","2009","KRW","Won","6","Millions",,,594882600,,
"KOR","Korea","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2010","2010","KRW","Won","6","Millions",,,636712700,,
"KOR","Korea","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2011","2011","KRW","Won","6","Millions",,,679141500,,
"KOR","Korea","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2012","2012","KRW","Won","6","Millions",,,707614000,,
"KOR","Korea","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2013","2013","KRW","Won","6","Millions",,,727799900,,
"KOR","Korea","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","1975","1975","KRW","Won","6","Millions",,,8063200,,
"KOR","Korea","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","1976","1976","KRW","Won","6","Millions",,,10846500,,
"KOR","Korea","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","1977","1977","KRW","Won","6","Millions",,,13746600,,
"KOR","Korea","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","1978","1978","KRW","Won","6","Millions",,,18636400,,
"KOR","Korea","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","1979","1979","KRW","Won","6","Millions",,,23550600,,
"KOR","Korea","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","1980","1980","KRW","Won","6","Millions",,,27637700,,
"KOR","Korea","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","1981","1981","KRW","Won","6","Millions",,,34810600,,
"KOR","Korea","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","1982","1982","KRW","Won","6","Millions",,,39661400,,
"KOR","Korea","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","1983","1983","KRW","Won","6","Millions",,,45795300,,
"KOR","Korea","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","1984","1984","KRW","Won","6","Millions",,,52957200,,
"KOR","Korea","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","1985","1985","KRW","Won","6","Millions",,,59561100,,
"KOR","Korea","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","1986","1986","KRW","Won","6","Millions",,,69571100,,
"KOR","Korea","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","1987","1987","KRW","Won","6","Millions",,,81685100,,
"KOR","Korea","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","1988","1988","KRW","Won","6","Millions",,,95879500,,
"KOR","Korea","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","1989","1989","KRW","Won","6","Millions",,,110067700,,
