"LOCATION","Country","TRANSACT","Transaction","ACTIVITY","Function","SECTOR","Sector","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2012","2012","AUD","Australian Dollar","6","Millions",,,151312,,
"AUS","Australia","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2013","2013","AUD","Australian Dollar","6","Millions",,,152340,,
"AUS","Australia","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2014","2014","AUD","Australian Dollar","6","Millions",,,156959,,
"AUS","Australia","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2015","2015","AUD","Australian Dollar","6","Millions",,,165157,,
"CRI","Costa Rica","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2012","2012","CRC","Costa Rican Colon","6","Millions",,,3321285.4816,,
"CRI","Costa Rica","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2013","2013","CRC","Costa Rican Colon","6","Millions",,,3631110.7424,,
"CRI","Costa Rica","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2014","2014","CRC","Costa Rican Colon","6","Millions",,,3917713.6039,,
"CRI","Costa Rica","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2015","2015","CRC","Costa Rican Colon","6","Millions",,,4197409.3522,,
"PER","Peru","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2015","2015","PEN","Nuevo Sol","6","Millions",,,49895,,
"CHL","Chile","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2013","2013","CLP","Chilean Peso","6","Millions",,,11422981.872,,
"CHL","Chile","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2014","2014","CLP","Chilean Peso","6","Millions",,,12522449.7184,,
"CHL","Chile","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2015","2015","CLP","Chilean Peso","6","Millions",,,13764078.7174,,
"CHL","Chile","D1CG","Total compensation of employees paid by the government","T","Total function","GS13","General government","C","Current prices","2016","2016","CLP","Chilean Peso","6","Millions",,,15278001.9705,,
